source,dimension,profile_group,profile_label,profile_category,value
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",London - evening or night,2012,0.6175487074015942
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",London - evening or night,2013,0.6408224025895597
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",London - evening or night,2014,0.6199016715830875
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",London - evening or night,2015,0.6199499687717023
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",London - evening or night,2016,0.6190719443598414
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",London - evening or night,2017,0.6229361671962694
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2007,0.580169020952682
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2008,0.583806821760063
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2009,0.5702742909825815
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2010,0.5715514673051514
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2011,0.5769231465363431
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2012,0.575430385050979
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2013,0.5653587948178197
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2014,0.5639866128107401
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2015,0.5668016748258113
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2016,0.5656909026138001
night_workers_demographics,sex_timeseries,"Share of night time workers who are men, 2007 to 2017",Rest of UK - evening or night,2017,0.5709943264617898
working_patterns,shift_work,,workers at night,Shift working | Most of the time,0.5481459286315649
working_patterns,shift_work,,workers at night,Occasionally,0.040098944601770777
working_patterns,shift_work,,workers at night,Never,0.4117551267666643
working_patterns,shift_work,,workers in the evening,Shift working | Most of the time,0.31087126882184474
working_patterns,shift_work,,workers in the evening,Occasionally,0.04714740071672732
working_patterns,shift_work,,workers in the evening,Never,0.6419813304614279
working_patterns,shift_work,,workers at night or in the evening,Shift working | Most of the time,0.32606733944387867
working_patterns,shift_work,,workers at night or in the evening,Occasionally,0.04567663487948647
working_patterns,shift_work,,workers at night or in the evening,Never,0.6282560256766349
working_patterns,shift_work,,workers at other times of day,Shift working | Most of the time,0.04195298461243218
working_patterns,shift_work,,workers at other times of day,Occasionally,0.027107612658978698
working_patterns,shift_work,,workers at other times of day,Never,0.9309394027285891
working_patterns,shift_work,,workers at night,Shift working | Most of the time,0.6263572463022411
working_patterns,shift_work,,workers at night,Occasionally,0.056985520196176365
working_patterns,shift_work,,workers at night,Never,0.31665723350158254
working_patterns,shift_work,,workers in the evening,Shift working | Most of the time,0.3880992884450054
working_patterns,shift_work,,workers in the evening,Occasionally,0.06603321255134897
working_patterns,shift_work,,workers in the evening,Never,0.5458674990036456
working_patterns,shift_work,,workers at night or in the evening,Shift working | Most of the time,0.40604901550111094
working_patterns,shift_work,,workers at night or in the evening,Occasionally,0.0665324642298545
working_patterns,shift_work,,workers at night or in the evening,Never,0.5274185202690346
working_patterns,shift_work,,workers at other times of day,Shift working | Most of the time,0.045026745155603225
working_patterns,shift_work,,workers at other times of day,Occasionally,0.028944694625494774
working_patterns,shift_work,,workers at other times of day,Never,0.926028560218902
working_patterns,shift_work,,Cultural and Leisure Activities,Shift working | Most of the time,0.28941484181693544
working_patterns,shift_work,,Cultural and Leisure Activities,Occasionally,0.050878075618360004
working_patterns,shift_work,,Cultural and Leisure Activities,Never,0.6597070825647046
working_patterns,shift_work,,Activities which support culture and leisure activities,Shift working | Most of the time,0.30563336120401335
working_patterns,shift_work,,Activities which support culture and leisure activities,Occasionally,0.05557587792642141
working_patterns,shift_work,,Activities which support culture and leisure activities,Never,0.6387907608695652
working_patterns,shift_work,,Health and personal social services,Shift working | Most of the time,0.2712315968347678
working_patterns,shift_work,,Health and personal social services,Occasionally,0.07712346568040457
working_patterns,shift_work,,Health and personal social services,Never,0.6516449374848277
working_patterns,shift_work,,Activities which support wider social and economic activities,Shift working | Most of the time,0.06761927908967036
working_patterns,shift_work,,Activities which support wider social and economic activities,Occasionally,0.020466127660234614
working_patterns,shift_work,,Activities which support wider social and economic activities,Never,0.911914593250095
working_patterns,shift_work,,Rest of economy,Shift working | Most of the time,0.0256655870953642
working_patterns,shift_work,,Rest of economy,Occasionally,0.016538830854504322
working_patterns,shift_work,,Rest of economy,Never,0.9577955820501315
working_patterns,shift_work,,Cultural and Leisure Activities,Shift working | Most of the time,0.24461466948151303
working_patterns,shift_work,,Cultural and Leisure Activities,Occasionally,0.05723757690792999
working_patterns,shift_work,,Cultural and Leisure Activities,Never,0.6981477536105569
working_patterns,shift_work,,Activities which support culture and leisure activities,Shift working | Most of the time,0.23896608745676384
working_patterns,shift_work,,Activities which support culture and leisure activities,Occasionally,0.05360872882722632
working_patterns,shift_work,,Activities which support culture and leisure activities,Never,0.7074251837160098
working_patterns,shift_work,,Health and personal social services,Shift working | Most of the time,0.3101645973361864
working_patterns,shift_work,,Health and personal social services,Occasionally,0.06093725283795949
working_patterns,shift_work,,Health and personal social services,Never,0.6288981498258541
working_patterns,shift_work,,Activities which support wider social and economic activities,Shift working | Most of the time,0.14706287083249434
working_patterns,shift_work,,Activities which support wider social and economic activities,Occasionally,0.02918081753699991
working_patterns,shift_work,,Activities which support wider social and economic activities,Never,0.8237563116305058
working_patterns,shift_work,,Rest of economy,Shift working | Most of the time,0.046885864550453835
working_patterns,shift_work,,Rest of economy,Occasionally,0.028209995440951596
working_patterns,shift_work,,Rest of economy,Never,0.9249041400085946
working_patterns,part_time_second_job,,workers at night,Full-time,0.8585859570775276
working_patterns,part_time_second_job,,workers at night,Part-time,0.1414140429224724
working_patterns,part_time_second_job,,workers at night,Second job,0.0363304443554192
working_patterns,part_time_second_job,,workers in the evening,Full-time,0.8104949393060082
working_patterns,part_time_second_job,,workers in the evening,Part-time,0.18950506069399176
working_patterns,part_time_second_job,,workers in the evening,Second job,0.04685360280591978
working_patterns,part_time_second_job,,workers at night or in the evening,Full-time,0.8102520304739618
working_patterns,part_time_second_job,,workers at night or in the evening,Part-time,0.18974796952603823
working_patterns,part_time_second_job,,workers at night or in the evening,Second job,0.04602892437853628
working_patterns,part_time_second_job,,workers at other times of day,Full-time,0.7801707206361815
working_patterns,part_time_second_job,,workers at other times of day,Part-time,0.21982927936381846
working_patterns,part_time_second_job,,workers at other times of day,Second job,0.03055268392272552
working_patterns,part_time_second_job,,workers at night,Full-time,0.7038272150007613
working_patterns,part_time_second_job,,workers at night,Part-time,0.2961727849992387
working_patterns,part_time_second_job,,workers at night,Second job,0.03627680625204254
working_patterns,part_time_second_job,,workers in the evening,Full-time,0.7154384470148446
working_patterns,part_time_second_job,,workers in the evening,Part-time,0.2845615529851554
working_patterns,part_time_second_job,,workers in the evening,Second job,0.04648556880782418
working_patterns,part_time_second_job,,workers at night or in the evening,Full-time,0.7181050283145713
working_patterns,part_time_second_job,,workers at night or in the evening,Part-time,0.28189497168542865
working_patterns,part_time_second_job,,workers at night or in the evening,Second job,0.045199909743933064
working_patterns,part_time_second_job,,workers at other times of day,Full-time,0.7132461245474796
working_patterns,part_time_second_job,,workers at other times of day,Part-time,0.2867538754525204
working_patterns,part_time_second_job,,workers at other times of day,Second job,0.03602871462903653
working_patterns,part_time_second_job,,Cultural and Leisure Activities,Full-time,0.7047951711107885
working_patterns,part_time_second_job,,Cultural and Leisure Activities,Part-time,0.29520482888921146
working_patterns,part_time_second_job,,Activities which support culture and leisure activities,Full-time,0.705997384581081
working_patterns,part_time_second_job,,Activities which support culture and leisure activities,Part-time,0.294002615418919
working_patterns,part_time_second_job,,Health and personal social services,Full-time,0.7530492733118765
working_patterns,part_time_second_job,,Health and personal social services,Part-time,0.24695072668812348
working_patterns,part_time_second_job,,Activities which support wider social and economic activities,Full-time,0.7811681057875254
working_patterns,part_time_second_job,,Activities which support wider social and economic activities,Part-time,0.21883189421247462
working_patterns,part_time_second_job,,Rest of economy,Full-time,0.8607294100905826
working_patterns,part_time_second_job,,Rest of economy,Part-time,0.13927058990941743
working_patterns,part_time_second_job,,Cultural and Leisure Activities,Full-time,0.540969840140225
working_patterns,part_time_second_job,,Cultural and Leisure Activities,Part-time,0.459030159859775
working_patterns,part_time_second_job,,Activities which support culture and leisure activities,Full-time,0.6298864397919469
working_patterns,part_time_second_job,,Activities which support culture and leisure activities,Part-time,0.3701135602080531
working_patterns,part_time_second_job,,Health and personal social services,Full-time,0.6710072490043694
working_patterns,part_time_second_job,,Health and personal social services,Part-time,0.3289927509956307
working_patterns,part_time_second_job,,Activities which support wider social and economic activities,Full-time,0.7857468590264352
working_patterns,part_time_second_job,,Activities which support wider social and economic activities,Part-time,0.21425314097356482
working_patterns,part_time_second_job,,Rest of economy,Full-time,0.7229846410915733
working_patterns,part_time_second_job,,Rest of economy,Part-time,0.2770153589084266
working_patterns,employment_contract,,workers at night,Employee | Permanent contract,0.753617637942478
working_patterns,employment_contract,,workers at night,Other employee,0.04734046610203873
working_patterns,employment_contract,,workers at night,Self-employed,0.19553826006098501
working_patterns,employment_contract,,workers in the evening,Employee | Permanent contract,0.7258658292346252
working_patterns,employment_contract,,workers in the evening,Other employee,0.051778660719935025
working_patterns,employment_contract,,workers in the evening,Self-employed,0.2195063214153359
working_patterns,employment_contract,,workers at night or in the evening,Employee | Permanent contract,0.7332036398021065
working_patterns,employment_contract,,workers at night or in the evening,Other employee,0.05244389706870429
working_patterns,employment_contract,,workers at night or in the evening,Self-employed,0.21163284402380345
working_patterns,employment_contract,,workers at other times of day,Employee | Permanent contract,0.7879764152383112
working_patterns,employment_contract,,workers at other times of day,Other employee,0.04751807336609358
working_patterns,employment_contract,,workers at other times of day,Self-employed,0.16105298613866567
working_patterns,employment_contract,,workers at night,Employee | Permanent contract,0.8129457286161452
working_patterns,employment_contract,,workers at night,Other employee,0.056373923125927476
working_patterns,employment_contract,,workers at night,Self-employed,0.1269864188428611
working_patterns,employment_contract,,workers in the evening,Employee | Permanent contract,0.7417735104054657
working_patterns,employment_contract,,workers in the evening,Other employee,0.05591284233964795
working_patterns,employment_contract,,workers in the evening,Self-employed,0.19752647611012955
working_patterns,employment_contract,,workers at night or in the evening,Employee | Permanent contract,0.751723633220353
working_patterns,employment_contract,,workers at night or in the evening,Other employee,0.05683104371288642
working_patterns,employment_contract,,workers at night or in the evening,Self-employed,0.18702445386670877
working_patterns,employment_contract,,workers at other times of day,Employee | Permanent contract,0.8142482917794271
working_patterns,employment_contract,,workers at other times of day,Other employee,0.04818908932162959
working_patterns,employment_contract,,workers at other times of day,Self-employed,0.13304631545734488
working_patterns,employment_contract,,Cultural and Leisure Activities,Employee | Permanent contract,0.807599199001495
working_patterns,employment_contract,,Cultural and Leisure Activities,Other employee,0.19240080099850498
working_patterns,employment_contract,,Activities which support culture and leisure activities,Employee | Permanent contract,0.8068184446793382
working_patterns,employment_contract,,Activities which support culture and leisure activities,Other employee,0.1931815553206618
working_patterns,employment_contract,,Health and personal social services,Employee | Permanent contract,0.8938631121540417
working_patterns,employment_contract,,Health and personal social services,Other employee,0.1061368878459583
working_patterns,employment_contract,,Activities which support wider social and economic activities,Employee | Permanent contract,0.8720800701776636
working_patterns,employment_contract,,Activities which support wider social and economic activities,Other employee,0.12791992982233635
working_patterns,employment_contract,,Rest of economy,Employee | Permanent contract,0.8101222709873254
working_patterns,employment_contract,,Rest of economy,Other employee,0.18987772901267463
working_patterns,employment_contract,,Cultural and Leisure Activities,Employee | Permanent contract,0.8349077532342559
working_patterns,employment_contract,,Cultural and Leisure Activities,Other employee,0.16509224676574408
working_patterns,employment_contract,,Activities which support culture and leisure activities,Employee | Permanent contract,0.8299570278955433
working_patterns,employment_contract,,Activities which support culture and leisure activities,Other employee,0.1700429721044567
working_patterns,employment_contract,,Health and personal social services,Employee | Permanent contract,0.9327589887598182
working_patterns,employment_contract,,Health and personal social services,Other employee,0.06724101124018177
working_patterns,employment_contract,,Activities which support wider social and economic activities,Employee | Permanent contract,0.89463974233599
working_patterns,employment_contract,,Activities which support wider social and economic activities,Other employee,0.10536025766401004
working_patterns,employment_contract,,Rest of economy,Employee | Permanent contract,0.826221245952842
working_patterns,employment_contract,,Rest of economy,Other employee,0.173778754047158
night_bus_overview,Gender,day,Gender,Male,0.43
night_bus_overview,Gender,night,Gender,Male,0.64
night_bus_overview,Gender,day,Gender,Female,0.57
night_bus_overview,Gender,night,Gender,Female,0.36
night_bus_overview,Age,day,Age,16-17,0.05
night_bus_overview,Age,night,Age,16-17,0.03
night_bus_overview,Age,day,Age,18-19,0.04
night_bus_overview,Age,night,Age,18-19,0.07
night_bus_overview,Age,day,Age,20-24,0.12
night_bus_overview,Age,night,Age,20-24,0.24
night_bus_overview,Age,day,Age,25-34,0.26
night_bus_overview,Age,night,Age,25-34,0.38
night_bus_overview,Age,day,Age,35-44,0.19
night_bus_overview,Age,night,Age,35-44,0.15
night_bus_overview,Age,day,Age,45-54,0.14
night_bus_overview,Age,night,Age,45-54,0.08
night_bus_overview,Age,day,Age,55-59,0.05
night_bus_overview,Age,night,Age,55-59,0.02
night_bus_overview,Age,day,Age,60-64,0.04
night_bus_overview,Age,night,Age,60-64,0.01
night_bus_overview,Age,day,Age,65-69,0.04
night_bus_overview,Age,night,Age,65-69,0.01
night_bus_overview,Age,day,Age,70-79,0.04
night_bus_overview,Age,night,Age,70-79,0.0
night_bus_overview,Age,day,Age,80+,0.02
night_bus_overview,Age,night,Age,80+,0.0
night_bus_overview,Household Income,day,Household Income,"Up tp £10,000",0.23
night_bus_overview,Household Income,night,Household Income,"Up tp £10,000",0.25
night_bus_overview,Household Income,day,Household Income,"£10,001 to £15,000",0.15
night_bus_overview,Household Income,night,Household Income,"£10,001 to £15,000",0.18
night_bus_overview,Household Income,day,Household Income,"£15,001 to £20,000",0.12
night_bus_overview,Household Income,night,Household Income,"£15,001 to £20,000",0.14
night_bus_overview,Household Income,day,Household Income,"£20,001 to £30,000",0.17
night_bus_overview,Household Income,night,Household Income,"£20,001 to £30,000",0.17
night_bus_overview,Household Income,day,Household Income,"£30,001 to £40,000",0.11
night_bus_overview,Household Income,night,Household Income,"£30,001 to £40,000",0.1
night_bus_overview,Household Income,day,Household Income,"£40,001 to £75,000",0.12
night_bus_overview,Household Income,night,Household Income,"£40,001 to £75,000",0.09
night_bus_overview,Household Income,day,Household Income,"Over £75,000",0.09
night_bus_overview,Household Income,night,Household Income,"Over £75,000",0.07
night_bus_overview,Ethnicity,day,Ethnicity,White British/Iish,0.32
night_bus_overview,Ethnicity,night,Ethnicity,White British/Iish,0.21
night_bus_overview,Ethnicity,day,Ethnicity,White other,0.21
night_bus_overview,Ethnicity,night,Ethnicity,White other,0.34
night_bus_overview,Ethnicity,day,Ethnicity,Black/Black British - Caribbean,0.07
night_bus_overview,Ethnicity,night,Ethnicity,Black/Black British - Caribbean,0.05
night_bus_overview,Ethnicity,day,Ethnicity,Black/Black British - African,0.12
night_bus_overview,Ethnicity,night,Ethnicity,Black/Black British - African,0.11
night_bus_overview,Ethnicity,day,Ethnicity,Black/Black British - other,0.01
night_bus_overview,Ethnicity,night,Ethnicity,Black/Black British - other,0.01
night_bus_overview,Ethnicity,day,Ethnicity,Asian/Asian British - Indian,0.06
night_bus_overview,Ethnicity,night,Ethnicity,Asian/Asian British - Indian,0.04
night_bus_overview,Ethnicity,day,Ethnicity,Asian/Asian British - Pakistani,0.02
night_bus_overview,Ethnicity,night,Ethnicity,Asian/Asian British - Pakistani,0.02
night_bus_overview,Ethnicity,day,Ethnicity,Asian/Asian British - Bangladeshi,0.02
night_bus_overview,Ethnicity,night,Ethnicity,Asian/Asian British - Bangladeshi,0.02
night_bus_overview,Ethnicity,day,Ethnicity,Asian/Asian British - other,0.04
night_bus_overview,Ethnicity,night,Ethnicity,Asian/Asian British - other,0.04
night_bus_overview,Ethnicity,day,Ethnicity,Mixed - White and Black Caribbean,0.01
night_bus_overview,Ethnicity,night,Ethnicity,Mixed - White and Black Caribbean,0.02
night_bus_overview,Ethnicity,day,Ethnicity,Mixed - White and Black African,0.01
night_bus_overview,Ethnicity,night,Ethnicity,Mixed - White and Black African,0.02
night_bus_overview,Ethnicity,day,Ethnicity,Mixed -White and Asian,0.01
night_bus_overview,Ethnicity,night,Ethnicity,Mixed -White and Asian,0.01
night_bus_overview,Ethnicity,day,Ethnicity,Chinese,0.02
night_bus_overview,Ethnicity,night,Ethnicity,Chinese,0.02
night_bus_overview,Ethnicity,day,Ethnicity,Other,0.07
night_bus_overview,Ethnicity,night,Ethnicity,Other,0.1
night_bus_overview,Disability,day,Disability,Any disability,0.1
night_bus_overview,Disability,night,Disability,Any disability,0.08
night_bus_overview,Frequency of Use,day,Frequency of Use,5 or more days a week,0.56
night_bus_overview,Frequency of Use,night,Frequency of Use,5 or more days a week,0.55
night_bus_overview,Frequency of Use,day,Frequency of Use,3-4 days a week,0.18
night_bus_overview,Frequency of Use,night,Frequency of Use,3-4 days a week,0.17
night_bus_overview,Frequency of Use,day,Frequency of Use,2 days a week,0.1
night_bus_overview,Frequency of Use,night,Frequency of Use,2 days a week,0.1
night_bus_overview,Frequency of Use,day,Frequency of Use,1 day a week,0.06
night_bus_overview,Frequency of Use,night,Frequency of Use,1 day a week,0.06
night_bus_overview,Frequency of Use,day,Frequency of Use,Once a fortnight,0.03
night_bus_overview,Frequency of Use,night,Frequency of Use,Once a fortnight,0.03
night_bus_overview,Frequency of Use,day,Frequency of Use,Once a month,0.02
night_bus_overview,Frequency of Use,night,Frequency of Use,Once a month,0.03
night_bus_overview,Frequency of Use,day,Frequency of Use,Less often,0.06
night_bus_overview,Frequency of Use,night,Frequency of Use,Less often,0.07
night_bus_purpose,journey_purpose,day,journey_purpose,Travelling to/ from work,0.52
night_bus_purpose,journey_purpose,night,journey_purpose,Travelling to/ from work,0.51
night_bus_purpose,journey_purpose,day,journey_purpose,To/ from shopping,0.11
night_bus_purpose,journey_purpose,night,journey_purpose,To/ from shopping,0.01
night_bus_purpose,journey_purpose,day,journey_purpose,Visting friends/ relatives,0.09
night_bus_purpose,journey_purpose,night,journey_purpose,Visting friends/ relatives,0.13
night_bus_purpose,journey_purpose,day,journey_purpose,Leisure,0.08
night_bus_purpose,journey_purpose,night,journey_purpose,Leisure,0.18
night_bus_purpose,journey_purpose,day,journey_purpose,To/from school/ education,0.07
night_bus_purpose,journey_purpose,night,journey_purpose,To/from school/ education,0.04
night_bus_purpose,journey_purpose,day,journey_purpose,Other,0.03
night_bus_purpose,journey_purpose,night,journey_purpose,Other,0.06
night_bus_purpose,journey_purpose,day,journey_purpose,Employer Business,0.02
night_bus_purpose,journey_purpose,night,journey_purpose,Employer Business,0.02
night_bus_purpose,journey_purpose,day,journey_purpose,Holiday/ sightseeing,0.02
night_bus_purpose,journey_purpose,night,journey_purpose,Holiday/ sightseeing,0.03
night_bus_purpose,journey_purpose,day,journey_purpose,Personal Business,0.02
night_bus_purpose,journey_purpose,night,journey_purpose,Personal Business,0.01
night_bus_purpose,journey_purpose,day,journey_purpose,Picking up/ dropping off someone,0.01
night_bus_purpose,journey_purpose,night,journey_purpose,Picking up/ dropping off someone,0.01
